name,url,description,number_of_members,location,notable_events,recurring_events,persons_of_interest,associated_articles,image_carousel
Arlé,https://cartofaf.streetpress.com/liste/arle/,"Arlé est un groupuscule néofasciste qui est apparu à Arles dans le courant de l’année 2022. Les militants d’Arlé s’inscrivent dans la lignée du Bastion Social avec des actions prétendument sociales – la seule trace est une maraude fin 2022 – pour camoufler son néofascisme. Arlé est d’ailleurs très proche d’autres néofascistes : les Provençaux de Tenesoun. Ces derniers, implantés à Aix-en-Provence et Orange, réfléchissent à ouvrir une nouvelle antenne, cette fois-ci à Arles. En attendant, les deux groupes ont mené des actions communes, et les militants d’Arlé viennent prêter main-forte à Tenesoun pour la vente de son magazine sur les marchés arlésiens.

Le groupe n’a pas fait preuve d’activité sur les neuf premiers mois de 2025.",Arles,,,,NOMBRE DE MEMBRES — Cinq à dix membres.,,https://cartofaf.streetpress.com/images/groups/arle/logo.webp|https://cartofaf.streetpress.com/images/groups/arle/news/larlesienne.webp
ASLA,https://cartofaf.streetpress.com/liste/asla/,"Lancée en mai 2021 dans la foulée de la dissolution de Génération identitaire par des militants du groupuscule, l’Association de soutien aux lanceurs d’alerte (Asla) a une drôle de conception de la définition : elle soutient essentiellement des militants d’extrême droite, identitaires ou nationalistes, auteurs d’actions spectaculaires, organisateurs de manifestations interdites ou accusés de diffamation ou d’incitation à la haine. Derrière elle, on retrouve beaucoup d’anciens de GI : leur première porte-parole a été la pasionara identitaire Thaïs d’Escufon et l’actuel est Romain Fornasier, ancien leader du groupuscule sous le nom de Romain Espino. En 2023, sur les 16 procédures mises en avant sur le site internet de l’association, 12 étaient liées à Génération identitaire, pré ou post-dissolution.

L’association revendique désormais soutenir les identitaires des Remparts devant le Conseil d’État dans la contestation de leur dissolution en 2024. Mais aussi ceux de GI poursuivis pour l’occupation de la Caf de Bobigny en 2019, ou pour l’attaque des locaux de SOS Méditerranée Marseille en 2018. Elle a par exemple accompagné l’influenceur identitaire Sinisha Milinov lors de son procès pour l’organisation d’une manifestation identitaire à Lyon, et porte régulièrement les recours lorsque des manifestations identitaires sont interdites par les préfectures.

Loin des « lanceurs d’alerte », l’Asla fait également dans le lobbying et le harcèlement judiciaire, notamment contre l’ONG SOS Méditerranée, cible historique de… Génération identitaire. En mars 2023, la justice fait annuler une subvention de la mairie de Paris à l’ONG qui s’élevait à 100.000 euros, sur la demande d’Antoine Oziol de Pignol, ancien de GI et proche du Gud, « épaulé » par l’Asla. D’autres procédures similaires sont en cours. Côté internet, l’Asla se revendique fer de lance de la « censure » par Meta de plusieurs comptes de militants d’extrême droite à l’été 2024. Elle soutient aussi plusieurs personnalités identitaires poursuivies pour diffamation, et le journaliste d’extrême droite de Boulevard Voltaire Jordan Florentin dans sa procédure contre l’humoriste Yassine Belatar.",Moins de 10,Internet,"Le 3 mars 2023, ils ont obtenu le retrait de la souscription de la mairie de Paris à SOS Méditerranée via une demande de l’ancien de GI et des Zouaves Paris Antoine Oziol de Pignol.",,Romain Fornasier (dit Romain Espino)|Thaïs d’Escufon,"L’Asla, l’association de défense des identitaires qui veut faire la peau à SOS Méditerranée (https://www.streetpress.com/sujet/1698230796-asla-association-defense-identitaires-sos-mediterannee)",https://cartofaf.streetpress.com/images/groups/asla/logo.webp|https://cartofaf.streetpress.com/images/groups/asla/photos/photo-1.webp|https://cartofaf.streetpress.com/images/groups/asla/news/streetpress.webp
Auctorum,https://cartofaf.streetpress.com/liste/auctorum/,"Auctorum est un groupuscule nationaliste-révolutionnaire fondé à la fin de l’année 2019 à Versailles. Le groupuscule néofasciste s’inscrit dans la lignée du Bastion social, mouvement néofasciste dissous quelques mois plus tôt pour « provocation à la discrimination, à la haine ou à la violence ». Auctorum entretient surtout une filiation avec l’Alvarium, mouvement angevin nationaliste-catholique aux relents néofascistes dissous en 2022. En effet, l’un des cadres du groupuscule, Paul Pichon, est passé par les rangs de l’Alvarium avant de cofonder Auctorum, et l’une des membres-fondatrices n’est autre que Marie-Menehould Gannat, soeur du porte-parole et fondateur de l’Alvarium, Jean-Eudes Gannat.

Comme l’ensemble de ces groupes, Auctorum organise des maraudes pour les SDF français – comprendre blancs –, des entraînements de boxe ainsi que des conférences, par le biais d’un éphémère Cercle Démosthène, quand ses militants ne rendent pas hommage à des personnalités comme Robert Brasillach, auteur collaborationniste condamné et fusillé à la Libération.

Les Versaillais d’Auctorum entretiennent des liens étroits avec plusieurs groupuscules de la région parisienne, comme le Gud, Luminis ou les Natifs avec lesquels ils mènent des actions communes et partagent parfois des militants.

À noter que ces dernières années, plusieurs militants d’Auctorum ont notamment mené des actions violentes sous l’étiquette « Loutres Gang ». Un petit groupe rassemblant les éléments les plus radicaux de groupuscules d’Île-de-France autour du fondateur des Zouaves et leader du Gud Paris, Marc de Cacqueray-Valmenier.",20 à 30,Versailles,Certains des militants d’Auctorum étaient dans le groupe qui a tenté une d’attaque raciste contre des supporters marocains lors de la Coupe du monde 2022.,,Paul Pichon|Marie-Menehould Gannat|Thibault Bonnaud,Auctorum : Les connaître pour mieux les combattre (https://actionantifasciste78.noblogs.org/post/2024/04/26/auctorum-les-connaitre-pour-mieux-les-combattre/),https://cartofaf.streetpress.com/images/groups/auctorum/logo.webp|https://cartofaf.streetpress.com/images/groups/auctorum/photos/photo-1.webp|https://cartofaf.streetpress.com/images/groups/auctorum/photos/photo-2.webp|https://cartofaf.streetpress.com/images/groups/auctorum/photos/photo-3.webp|https://cartofaf.streetpress.com/images/groups/auctorum/photos/photo-4.webp|https://cartofaf.streetpress.com/images/groups/auctorum/photos/photo-5.webp|https://cartofaf.streetpress.com/images/groups/auctorum/news/actionantifasciste.webp
Aurée,https://cartofaf.streetpress.com/liste/auree/,"Aurée est un mouvement identitaire apparu début 2023, qui revendique son appartenance à la « France périphérique » et son implantation dans « la France laissée pour compte des ronds points occupés », avec des militants dans plusieurs départements (Loiret, Gironde, Haute-Garonne, Deux-Sèvres, Vendée et Loire-Atlantique principalement). Aurée se veut un groupe nationaliste pour celles et ceux qui habitent hors des villes, en leur mettant par exemple à disposition des visuels. Aurée met également l’accent sur des problématiques sociales, en faisant notamment référence régulièrement au mouvement des Gilets jaunes, que l’extrême droite avait tenté d’infiltrer avant d’en être chassée. Ils ont également une tendance à faire des visuels homophobes.

Ils ont disparu en 2025.","Montargis, La Roche-sur-Yon, Niort, Bordeaux",,,,NOMBRE DE MEMBRES — Une dizaine,,https://cartofaf.streetpress.com/images/groups/auree/logo.webp|https://cartofaf.streetpress.com/images/groups/auree/photos/photo-1.webp|https://cartofaf.streetpress.com/images/groups/auree/photos/photo-2.webp
Aurelianorum corda,https://cartofaf.streetpress.com/liste/aurelianorum-corda/,"Hooliganisme, service d’ordre de Reconquête et conférences avec un suppléant RN connu pour ses amitiés néofascistes, voilà le programme des militants d’Aurelianorum corda. Groupuscule dont les membres apprécient la violence et l’imagerie néonazie – au point de l’encrer dans leur peau pour plusieurs d’entre eux –, ces Orléanais sont présents dans la région depuis 2022. Ils s’associent fréquemment à leurs camarades néofascistes des Tours et des Lys (Tours) ou d’Animus Fortis (Bourges), avec qui ils organisent des fights en forêt sous l’étiquette « Orléans Bourges Hooligans » (OBH).",Ils sont une dizaine,Orléans,,,Christopher Del Frate,"Nouvelle tentative d’intimidation de l’extrême droite (https://lahorde.info/Nouvelle-tentative-d-intimidation-de-l-extreme-droite)|Un groupuscule néonazi invite un candidat suppléant RN à Orléans (https://lahorde.info/Un-groupuscule-neonazi-invite-un-candidat-suppleant-RN-a-Orleans)|Orléans, sa rumeur, son maire et ses fachos (https://www.blast-info.fr/articles/2025/orleans-sa-rumeur-son-maire-et-ses-fachos-IVYPbCiWTqWDw6SI0toDFg)",https://cartofaf.streetpress.com/images/groups/aurelianorum-corda/logo.webp|https://cartofaf.streetpress.com/images/groups/aurelianorum-corda/news/lahorde.webp|https://cartofaf.streetpress.com/images/groups/aurelianorum-corda/news/lahorde.webp|https://cartofaf.streetpress.com/images/groups/aurelianorum-corda/news/blast.webp
Aurora Lorraine,https://cartofaf.streetpress.com/liste/aurora-lorraine/,"Aurora est un groupuscule identitaire fondé en 2021 en Lorraine. Resucée de la section locale de Génération identitaire, mouvement dissous en mars 2021 par le gouvernement pour notamment des discours haineux incitant à la discrimination ou à la violence envers les individus en raison de leur origine, de leur ethnie ou de leur religion, Aurora reprend les mêmes méthodes – actions d’agit-prop, entraînements aux sports de combat et conférences –, les mêmes idées – opposition à l’immigration et au « wokisme » – et plus ou moins les mêmes militants que l’organisation dissoute.

Durant la dernière campagne présidentielle, Aurora a été particulièrement active aux côtés de Génération Z, organisation de jeunesse du parti d’Eric Zemmour, participant à plusieurs collages et actions.

Certains membres d’Aurora sont par ailleurs actifs au sein d’Argos, mouvement qui s’est monté suite à la dissolution de Génération identitaire, pour rassembler la mouvance identitaire française.",Une quinzaine,"Metz, Nancy","En avril 2023, à l’occasion de l’annonce d’un concert de Bilal Hassani dans l’ancienne basilique de Saint-Pierre-aux-Nonnains, désacralisée il y a plusieurs siècles. Aurora lance une mobilisation pour faire annuler la représentation. En parallèle, des membres du groupe tentent de recruter des militants sur un canal Telegram où des projets d’attentat visant Bilal Hassani sont évoqués. Le concert sera finalement annulé en raison de ces menaces.",,Henri T.,Des militants d’extrême droite discutaient d’un projet d’attentat contre Bilal Hassani (https://www.streetpress.com/sujet/1680867145-militants-extreme-droite-projet-attentat-contre-bilal-hassani-harcelement),https://cartofaf.streetpress.com/images/groups/aurora-lorraine/logo.webp|https://cartofaf.streetpress.com/images/groups/aurora-lorraine/news/streetpress.webp
Baroudeurs,https://cartofaf.streetpress.com/liste/baroudeurs/,"Balades en forêt, bivouacs, cohésion, entraînements au tir, nationalisme-révolutionnaire, voilà le programme des activités des Baroudeurs. Ce club néofasciste de randonnées rassemble des Parisiens du Gud, de Luminis ou de Paris nationaliste, des Versaillais d’Auctorum, et parfois quelques touristes venus d’autres régions de France.",Paris,,,,NOMBRE DE MEMBRES — Le groupe rassemble entre 20 et 30 membres d’autres groupes.,,https://cartofaf.streetpress.com/images/groups/baroudeurs/logo.webp|https://cartofaf.streetpress.com/images/groups/baroudeurs/photos/photo-1.webp|https://cartofaf.streetpress.com/images/groups/baroudeurs/photos/photo-2.webp|https://cartofaf.streetpress.com/images/groups/baroudeurs/photos/photo-3.webp|https://cartofaf.streetpress.com/images/groups/baroudeurs/news/liberation.webp
Berry nationaliste,https://cartofaf.streetpress.com/liste/berry-nationaliste/,"Groupuscule berrichon né en 2024, Berry nationaliste entretient des liens avec les néofascistes de Bourges, Animus fortis, et s’est rendu à l’édition 2024 du C9M. Ils sont également derrière l’organisation de rassemblements après la mort du jeune Matisse à Châteauroux au printemps dernier, toujours épaulés par Animus fortis.",Châteauroux,,"Ils ont participé à l’édition 2024 du C9M, le défilé néofasciste parisien qui a lieu chaque année en mai.",,NOMBRE DE MEMBRES — Ils sont à peine une dizaine.,,https://cartofaf.streetpress.com/images/groups/berry-nationaliste/logo.webp|https://cartofaf.streetpress.com/images/groups/berry-nationaliste/photos/photo-1.webp
Bloc Montpelliérain,https://cartofaf.streetpress.com/liste/bloc-montpellierain/,"Créé au début de l’année 2024 après une déroute du groupuscule néofasciste local précédent Jeunesse Saint-Roch, le Bloc montpelliérain a repris une bonne partie de ses militants, et ses habitudes violentes. En plus de collages et d’entraînements sportifs, les militants du Bloc montpelliérain sont des habitués des saluts nazis. Un de leurs stickers est orné d’un char d’assaut nazi et indique notamment que « Montpellier, c’est l’Allemagne ».

En juin 2024, le groupuscule agresse à coups de poing un militant syndical lors d’un festival local, le Festival des fanfares. Celui-ci a porté plainte. Les membres du Bloc montpelliérain sont également impliqués dans l’intimidation de journalistes et de militants de gauche lors des mobilisations en soutien aux agriculteurs à l’hiver 2024, mais aussi dans une série d’attaques et d’agressions avant la création officielle du groupuscule, sous le label unifiant de la South face, qui rassemblait aussi des militants identitaires de Jeunes d’Oc ou royalistes de l’Action française. Ils sont également actifs au sein de l’Active club local.",Entre 10 et 20,Montpellier,"En juin 2024, les activistes du Bloc montpelliérain ont agressé violemment un militant syndical lors d’un festival local.",,Dorian M.|Ongwé L. G.,"La South Face, une milice fasciste responsable de nombreuses agressions à Montpellier (https://lepoing.net/la-south-face-une-milice-fasciste-responsable-de-nombreuses-agressions-a-montpellier/)|Mobilisation des agriculteurs à Montpellier : l’extrême-droite de rue en roue libre (https://lepoing.net/mobilisation-des-agriculteurs-a-montpellier-lextreme-droite-de-rue-en-roue-libre/)|Dix ans d’extrême droite à Montpellier : heurs et malheurs des fachos locaux (https://lepoing.net/dix-ans-dextreme-droite-a-montpellier-heurs-et-malheurs-des-fachos-locaux/)|Montpellier : des néonazis agressent un militant syndical au festival des fanfares (https://lepoing.net/montpellier-agression-neonazis-au-festival-des-fanfares/)",https://cartofaf.streetpress.com/images/groups/bloc-montpellierain/logo.webp|https://cartofaf.streetpress.com/images/groups/bloc-montpellierain/photos/photo-1.webp|https://cartofaf.streetpress.com/images/groups/bloc-montpellierain/photos/photo-2.webp|https://cartofaf.streetpress.com/images/groups/bloc-montpellierain/photos/photo-3.webp|https://cartofaf.streetpress.com/images/groups/bloc-montpellierain/news/lepoing.webp|https://cartofaf.streetpress.com/images/groups/bloc-montpellierain/news/lepoing.webp|https://cartofaf.streetpress.com/images/groups/bloc-montpellierain/news/lepoing.webp|https://cartofaf.streetpress.com/images/groups/bloc-montpellierain/news/lepoing.webp
Bordeaux royaliste – Action légitimiste,https://cartofaf.streetpress.com/liste/bordeaux-royaliste-action-legitimiste/,"Bordeaux royaliste fait partie du Cercle d’action légitimiste (CAL), une association royaliste légitimiste. C’est-à-dire qu’elle milite pour le rétablissement de la royauté en France et fait la promotion de la royauté traditionnelle en oeuvrant à l’accession au trône de l’aîné des Capétiens et chef de la maison de Bourbon. Depuis la fin des années 1980, c’est Louis de Bourbon, désigné sous le nom de Louis XX, qui prétend aux trônes de France et de Navarre pour les légitimistes.

Le CAL, contre-révolutionnaire, s’oppose de fait aux orléanistes de l’Action française, autre mouvement royaliste français qui défend l’accession au Jean IV d’Orléans, comte de Paris, dans le cadre d’une monarchie constitutionnelle. Le Cercle d’action légitimiste revendique des antennes dans plusieurs départements avec des groupes comme Strasbourg royaliste, Vannes royaliste, Lille royaliste, Bordeaux royaliste ou Nancy royaliste. Ils ne font cependant pas vraiment d’actions notables, ils organisent quelques collages ou conférences et participent à des processions religieuses ou manifestations royalistes ou catholiques, comme la marche pour la vie. Leur militantisme n'est pas très développé en dehors des réseaux sociaux.

Bordeaux royaliste n’a pas fait preuve d’activité sur les neuf premiers mois de 2025.",Bordeaux,,,,"NOMBRE DE MEMBRES — Le mouvement général, l’Action légitimiste, possède au total environ une centaine de membres.",,https://cartofaf.streetpress.com/images/groups/bordeaux-royaliste-action-legitimiste/logo.webp
Bourg-en-Bresse nationaliste,https://cartofaf.streetpress.com/liste/bourg-en-bresse-nationaliste/,"Le groupuscule Bourg-en-Bresse nationaliste a apparemment été créé à la fin des années 2010. Ses militants, exclusivement tournés vers la violence de rue, sont très proches des milieux néonazis de la région – Lyon et Clermont-Ferrand en tête.

Si leur logo contient les armoiries de l’Ain avec des croix celtiques, leur drapeau lui arbore une croix celtique accompagnée d’une totenkopf, symbole nazi, les « S » de Bresse reprenant la graphie de la SS. Le groupuscule semble en sommeil depuis la fin de l’année 2022, même si certains de leurs militants continuent d’évoluer dans la mouvance.",Bourg-en-Bresse,,"En février 2022, des militants de Bourg-en-Bresse nationaliste se mobilisent aux côtés du Guignol squad, des Vandal besak et des Infréquentables Dijon à l’occasion d’une manifestation contre les restrictions sanitaires à Lyon.",,NOMBRE DE MEMBRES — Moins de dix,,https://cartofaf.streetpress.com/images/groups/bourg-en-bresse-nationaliste/logo.webp|https://cartofaf.streetpress.com/images/groups/bourg-en-bresse-nationaliste/news/rue89%20lyon.webp
Bourgoin defenders,https://cartofaf.streetpress.com/liste/bourgoin-defenders/,"Groupe hooligan de Bourgoin-Jailleu apparu en 2023, les Bourgoin defenders sont les héritiers d’un éphémère premier groupe, « Bergusia fascist crew ». Ils tentent de créer un pont entre hooliganisme et néonazisme dans le Nord-Isère, et ont notamment participé à un combat organisé contre des hooligans de Reims à l’hiver 2025 ou à plusieurs autres sous l’étiquette « 1936 crew » durant l’été.

Ils fréquentent également les autres néofascistes de la région, comme Columna, Lyon populaire ou encore Clermont non-conforme.",Bourgoin-Jallieu,,,,NOMBRE DE MEMBRES — Ils sont moins de dix,,https://cartofaf.streetpress.com/images/groups/bourgoin-defenders/logo.webp|https://cartofaf.streetpress.com/images/groups/bourgoin-defenders/photos/photo-1.webp|https://cartofaf.streetpress.com/images/groups/bourgoin-defenders/photos/photo-2.webp
Brigade Puaud,https://cartofaf.streetpress.com/liste/brigade-puaud/,"Né en mars 2025 à Orléans, la Brigade Puaud – dont le nom rend hommage un collabo orléanais, ancien dirigeant de la division SS Charlemagne où combattaient les volontaires français – a connu une forte attention médiatique au printemps lorsque Reflets.info a révélé qu’elle était derrière les nombreux stickers néonazis et islamophobes qui fleurissaient sur les murs de la cité johannique. Des plaintes ont été déposées par la ville d’Orléans et par la LICRA. Une partie des membres de la Brigade Puaud s’est aussi rendue à l’édition 2025 du C9M.",Ils sont une dizaine,Orléans,Ils sont derrière une campagne de sticks islamophobes et néonazis.,,Thibau C.,"Orléans : qui se cache derrière les autocollants néonazis ? (https://reflets.info/articles/orleans-qui-se-cache-derriere-les-autocollants-neonazis)|Derrière les autocollants néonazis d’Orléans, un groupuscule d’ultradroite suivi par des centaines d’internautes (https://france3-regions.franceinfo.fr/centre-val-de-loire/loiret/orleans/derriere-les-autocollants-neonazis-d-orleans-un-groupuscule-d-ultradroite-suivi-par-des-centaines-d-internautes-3155675.html)|Un militant socialiste dépose plainte après avoir été pris à partie et menacé par un jeune néonazi à Orléans (https://www.francebleu.fr/infos/faits-divers-justice/un-jeune-militant-socialiste-depose-plainte-apres-avoir-ete-pris-a-parti-et-menace-par-un-jeune-neo-nazi-7532603)|Autocollants islamophobes à Orléans : un homme de 19 ans condamné à six mois de prison avec sursis (https://www.lemonde.fr/societe/article/2025/08/28/autocollants-islamophobes-a-orleans-un-homme-de-19-ans-condamne-a-six-mois-de-prison-avec-sursis_6636991_3224.html)",https://cartofaf.streetpress.com/images/groups/brigade-puaud/logo.webp|https://cartofaf.streetpress.com/images/groups/brigade-puaud/photos/photo-1.webp|https://cartofaf.streetpress.com/images/groups/brigade-puaud/photos/photo-2.webp|https://cartofaf.streetpress.com/images/groups/brigade-puaud/news/reflets.webp|https://cartofaf.streetpress.com/images/groups/brigade-puaud/news/france3.webp|https://cartofaf.streetpress.com/images/groups/brigade-puaud/news/francebleu.webp|https://cartofaf.streetpress.com/images/groups/brigade-puaud/news/lemonde.webp
Brizak,https://cartofaf.streetpress.com/liste/brizak/,"Créé en 2005, le groupe hooligan des Brizak, un terme issu du patois lorrain qui peut se traduire par « sales gosses », est présent au stade de Nancy depuis au moins 2010. Outre leur très forte amitié avec les hooligans néonazis du Strasbourg Offender, les membres des Brizak ont pu poser sur de nombreux clichés en faisant des saluts de Kühnen, une variante à trois doigts du salut nazi. Depuis l’année dernière, ils ont été impliqués dans des attaques de mouvement de gauche.

Au stade, les ultras nancéiens et les Brizak posent côte à côte à certaines occasions. Certains de leurs membres ont également une forte amitié avec des supporters Rouennais. Les Brizak peuvent se joindre aux ultras nancéiens pour des déplacements communs à condition de se faire discrets et « de ne pas interférer » avec leur positionnement apolitique. En conséquence, les indeps ont changé en 2021 leur bâche dernière, un drapeau confédéré, « qui pouvait prêter à confusion » et arborent désormais un nouvel étendard neutre, sous la forme d’une abeille.",Nancy,,"En mars 2022, ils participent à un grand fight dans une zone industrielle de Reims, où 120 personnes se tapent dessus, avec des hooligans strasbourgeois et rouennais contre des Parisiens de Jeunesse Boulogne, des Toulousains de la Camside et des Rémois des MesOs.",,NOMBRE DE MEMBRES — Ils sont une quinzaine.,,https://cartofaf.streetpress.com/images/groups/brizak/logo.webp|https://cartofaf.streetpress.com/images/groups/brizak/photos/photo-1.webp|https://cartofaf.streetpress.com/images/groups/brizak/photos/photo-2.webp|https://cartofaf.streetpress.com/images/groups/brizak/photos/photo-3.webp|https://cartofaf.streetpress.com/images/groups/brizak/photos/photo-4.webp|https://cartofaf.streetpress.com/images/groups/brizak/photos/photo-5.webp|https://cartofaf.streetpress.com/images/groups/brizak/photos/photo-6.webp|https://cartofaf.streetpress.com/images/groups/brizak/news/streetpress.webp|https://cartofaf.streetpress.com/images/groups/brizak/news/streetpress.webp|https://cartofaf.streetpress.com/images/groups/brizak/news/streetpress.webp|https://cartofaf.streetpress.com/images/groups/brizak/news/streetpress.webp|https://cartofaf.streetpress.com/images/groups/brizak/news/reflets.webp
C18,https://cartofaf.streetpress.com/liste/c18/,"C18 Cherbourg est un groupuscule néonazi actif depuis au moins 2020. Le nom du groupuscule fait référence à l’organisation terroriste néonazie Combat 18, branche armée du mouvement suprémaciste Blood & Honour. 18 symbolise la position dans l’alphabet des initiales d’Adolf Hitler. La branche française de C18, créée en 2014, a été dissoute en 2019. Les quelques membres du groupuscule, à l’exception de rares participations à quelques manifestations antipass sanitaire, ne semblent pas très actifs. Une des particularités de ce groupe est qu’il voue une haine tenace au groupe fémonationaliste Nemesis.",Cherbourg,,,,NOMBRE DE MEMBRES — Entre quatre et une dizaine.,,https://cartofaf.streetpress.com/images/groups/c18/logo.webp|https://cartofaf.streetpress.com/images/groups/c18/photos/photo-1.webp|https://cartofaf.streetpress.com/images/groups/c18/photos/photo-2.webp|https://cartofaf.streetpress.com/images/groups/c18/photos/photo-3.webp
Café des Libertés,https://cartofaf.streetpress.com/liste/cafe-des-libertes/,"Né en 2021 avec l’occupation d’une ancienne briqueterie contre le pass sanitaire, le Café des Libertés de Forcalquier s’est illustré par son refus du port du masque, des restrictions de rassemblement, et surtout par ses dérives conspirationnistes, d’abord autour du Covid, puis plus largement. Cinq de ses membres sont actuellement mis en examen dans le cadre d’une enquête sur la destruction d’une antenne-relais en 2021. Deux d’entre eux ont été placés en détention provisoire, dont son leader, Merlin Longuet.

Outre des pratiques habituelles dans les espaces alternatifs, comme la permaculture, les membres du Café des Libertés revendiquent notamment de faire des recherches sur l’énergie libre, une théorie conspirationniste selon laquelle un certain nombre de technologies, qui seraient évincées par les lobbys, et pourraient remplacer les moyens de production actuels. StreetPress avait croisé une membre du Café des Libertés lors de notre reportage au meeting de Florian Philippot en avril 2024. Merlin Longuet a été condamné pour violences conjugales en 2024.",Entre 20 et 30,"Forcalquier, Internet",,,Merlin Longuet,,https://cartofaf.streetpress.com/images/groups/cafe-des-libertes/logo.webp
